id,battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_category
1200,530,No,2.4,No,1,No,32,0.3,88,6,20,48,1012,959,17,7,6,No,Yes,No,No
1201,1481,Yes,2,Yes,0,No,35,0.5,105,3,9.9165,249,522,2635,17,16,4,Yes,No,Yes,No
1202,1068,No,2.7,Yes,0,Yes,45,0.6,194,5,1,935,1499,1754,17,7,9,Yes,No,Yes,No
1203,1487,No,0.5,No,6,Yes,57,0.7,84,3,12,140,768,2563,18,4,14,Yes,No,No,No
1204,1524,No,2.5,Yes,11,Yes,41,1,96,4,20,184,740,1936,7,5.767,9,Yes,Yes,Yes,No
1205,1093,No,1.9,Yes,2,Yes,22,0.3,196,8,14,238,807,1869,8,5,4,Yes,Yes,Yes,No
1206,1816,Yes,1.6,Yes,0,No,50,0.1,186,5,2,800,1089,3637,11,7,16,No,No,Yes,Yes
1207,627,No,1.8,No,2,No,20,0.8,142,3,8,211,507,896,17,6,14,No,No,No,No
1208,989,Yes,0.7,No,13,Yes,51,0.4,132,3,15,670,804,2349,10,1,20,Yes,No,Yes,No
1209,1895,No,0.5,No,2,Yes,5,0.7,134,1,11,725,1335,774,15,4,6,Yes,Yes,No,No
1210,805,Yes,1.7,Yes,0,Yes,58,0.9,168,3,10,81,1544,3397,7,6,2,Yes,No,No,No
1211,713,Yes,1.6,No,7,Yes,2,0.4,181,8,9,1211,1378,485,10,6,4,Yes,Yes,Yes,No
1212,864,No,2.5,No,10,Yes,24,0.7,148,4,15,1362,1378,3964,13,8,12,Yes,Yes,No,Yes
1213,1177,No,0.9,No,1,No,11,1,181,4,7,945,1923,1887,8,5,11,Yes,Yes,Yes,No
1214,582,No,0.5,No,8,No,32,0.7,107,3,11,1043,1702,2977,6,1,20,No,Yes,Yes,No
1215,1898,No,1.8,Yes,3,Yes,56,0.2,185,7,4,444,739,2114,10,5,19,Yes,Yes,Yes,No
1216,1158,No,0.7,Yes,1,Yes,29,0.7,123,2,20,311,1796,1542,17,9,15,Yes,No,Yes,No
1217,1451,Yes,0.5,No,5,Yes,57,0.6,181,8,12,812,1456,3038,15,7,18,Yes,No,Yes,Yes
1218,1820,Yes,1.4,No,5,No,51,0.9,163,7,10,202,1884,2481,11,9,11,No,No,No,No
1219,984,No,0.5,Yes,3,Yes,9,0.8,140,3,20,531,707,841,18,15,16,Yes,No,No,No
1220,580,Yes,2.1,Yes,0,No,24,0.4,135,4,5,404,898,3565,12,11,8,Yes,No,Yes,No
1221,1263,Yes,2,No,0,No,5,0.4,146,6,3,954,1609,1958,9,6,4,Yes,Yes,Yes,No
1222,1237,No,0.5,No,2,No,27,0.1,87,8,5,274,603,2454,14,5.767,8,Yes,Yes,Yes,No
1223,514,Yes,1.6,No,7,Yes,37,0.1,172,1,9,956,1723,3392,12,8,5,Yes,Yes,Yes,Yes
1224,1515,No,2.6,No,0,Yes,56,0.9,184,3,1,1438,1593,262,14,4,20,Yes,Yes,No,No
1225,721,No,0.5,Yes,6,Yes,6,0.4,194,4,9,1446,1988,530,8,4,8,Yes,No,Yes,No
1226,603,Yes,2.5,Yes,3,No,35,0.7,126,3,16,692,1057,3703,13,1,9,No,No,Yes,Yes
1227,1426,Yes,2.5,No,2,Yes,55,0.4,109,1,7,777,1032,2562,5,1,3,Yes,No,No,No
1228,1820,Yes,1.7,Yes,0,Yes,64,0.6,161,1,3,1157,1951,574,10,2,18,Yes,Yes,No,No
1229,1215,No,1,No,4,No,16,0.1,130,4,8,454,1473,2632,7,1,15,No,No,Yes,No
1230,697,No,2.7,Yes,5,Yes,20,0.4,173,2,6,478,1477,259,12,6,4,Yes,Yes,Yes,No
1231,717,Yes,0.5,Yes,4,No,10,0.6,198,1,5,217,1106,688,10,7,15,No,Yes,No,No
1232,1348,Yes,2,Yes,5,No,36,0.3,145,6,6,468,741,2554,19,1,12,No,Yes,No,No
1233,1164,Yes,2.6,Yes,0,No,61,0.3,88,1,6,1107,1656,3859,11,10,17,No,Yes,No,Yes
1234,578,Yes,0.5,No,9,Yes,62,0.3,170,5,13,626,1134,2977,15,12,5,Yes,Yes,Yes,No
1235,1971,Yes,0.5,Yes,0,No,40,0.3,186,7,19,485,922,571,8,7,17,Yes,Yes,No,No
1236,1794,Yes,0.5,Yes,5,Yes,55,0.5,86,7,7,43,627,402,14,7,14,Yes,No,Yes,No
1237,1558,Yes,2.5,No,2,Yes,32,0.1,114,5,3,322,1385,878,16,5,17,Yes,Yes,Yes,No
1238,1597,Yes,0.9,No,4,Yes,4,0.5,85,1,19,880,1145,2130,8,3,15,Yes,Yes,No,No
1239,1240,No,1.6,No,0,No,39,0.1,146,2,9,1511,1756,3260,13,1,17,No,No,Yes,Yes
1240,1994,Yes,0.8,Yes,2,Yes,7,0.6,88,8,4,667,711,454,11,8,6,Yes,Yes,No,No
1241,1221,No,2.3,No,7,Yes,35,0.4,152,7,19,765,1899,2638,19,16,14,Yes,Yes,Yes,No
1242,989,Yes,1.6,Yes,11,Yes,24,0.6,156,8,17,614,679,2819,16,13,5,Yes,No,Yes,No
1243,1180,Yes,1.2,No,5,Yes,50,1,144,4,20,925,1252,1464,7,3,20,Yes,Yes,Yes,No
1244,718,No,2.8,No,10,No,59,0.8,113,6,13,1185,1387,1824,11,9,3,Yes,Yes,No,No
1245,1670,Yes,1.6,Yes,0,No,47,0.8,139,8,15,1706,1886,876,16,5.767,5,Yes,Yes,No,No
1246,534,Yes,2.5,No,1,Yes,21,0.3,164,7,9,347,1477,2706,7,5,18,Yes,Yes,No,No
1247,1566,Yes,0.5,Yes,0,No,20,0.5,126,2,9.9165,1603,1930,659,14,9,13,Yes,Yes,Yes,No
1248,1935,No,0.5,No,0,Yes,29,0.6,124,5,9,806,860,455,9,2,6,Yes,No,Yes,No
1249,504,Yes,2.8,Yes,2,No,54,0.4,163,2,10,1207,1539,2378,17,11,2,Yes,No,No,No
1250,913,No,1.7,Yes,1,Yes,41,0.3,103,1,14,431,1144,2278,15,3,18,Yes,Yes,No,No
1251,1317,No,1.8,Yes,2,No,43,0.5,113,5,3,179,613,3436,16,13,5,No,Yes,Yes,Yes
1252,917,Yes,0.5,No,1,Yes,31,0.5,88,6,2,423,909,3424,19,2,13,Yes,Yes,No,Yes
1253,712,No,2.5,Yes,1,No,49,0.6,99,6,3,1131,1743,401,5,5.767,10,Yes,No,Yes,No
1254,1083,No,1,No,6,No,52,0.9,126,2,20,925,1469,681,19,18,19,Yes,Yes,Yes,No
1255,1039,No,0.6,No,5,Yes,6,0.1,136,6,8,62,544,3212,15,7,7,Yes,No,Yes,No
1256,1747,No,0.5,No,4,No,13,0.7,185,6,12,800,873,3105,7,1,10,Yes,No,No,Yes
1257,1449,Yes,0.5,Yes,0,No,52,0.6,105,6,9.9165,211,947,2036,5,1,10,No,Yes,No,No
1258,1872,Yes,0.5,Yes,14,No,49,0.2,139,7,18,81,1389,3153,16,15,5,Yes,Yes,No,Yes
1259,1796,No,1.6,Yes,5,No,7,0.1,101,4,6,667,798,1642,9,4,3,No,Yes,Yes,No
1260,1097,No,1.4,No,0,No,60,0.8,181,1,17,405,519,509,15,12,12,Yes,No,No,No
1261,1562,No,0.5,Yes,1,Yes,20,0.8,172,8,10,678,1676,3465,16,11,6,Yes,Yes,No,Yes
1262,1433,Yes,2.3,No,8,Yes,27,0.9,153,7,12,1619,1651,3900,18,16,2,Yes,No,Yes,Yes
1263,740,No,1.8,No,1,No,12,0.2,123,1,11,935,1147,1105,7,6,19,No,Yes,Yes,No
1264,676,No,2.2,No,1,Yes,39,0.2,84,1,5,864,1011,2064,13,7,6,Yes,No,No,No
1265,503,Yes,1.8,Yes,1,Yes,13,0.7,131,1,4,1495,1688,3117,19,6,9,Yes,No,Yes,Yes
1266,1020,No,1.5,No,13,Yes,7,0.7,96,3,18,870,1613,1142,13,9,8,Yes,No,Yes,No
1267,896,No,1,Yes,3,Yes,4,0.3,111,1,4,1379,1469,1060,12,10,4,Yes,Yes,Yes,No
1268,1824,Yes,0.8,No,4,Yes,19,0.9,143,2,5,1055,1738,2381,14,1,5,Yes,No,No,No
1269,1512,No,0.6,Yes,1,Yes,54,0.4,134,3,2,220,1838,3366,7,3,11,Yes,No,Yes,Yes
1270,1053,No,2.9,No,7,No,42,0.9,126,6,17,419,1261,1339,17,5.767,14,No,No,Yes,No
1271,1944,Yes,1.8,Yes,0,Yes,31,0.8,87,4,10,1111,1362,2560,7,3,8,Yes,No,No,Yes
1272,1174,No,0.7,Yes,1,Yes,25,0.8,91,2,8,1097,1461,285,19,7,3,Yes,No,Yes,No
1273,627,Yes,1.6,Yes,3,Yes,12,0.2,131,7,17,447,819,2476,17,1,10,Yes,No,No,No
1274,1602,No,2.7,No,4,Yes,46,0.6,118,1,5,273,1062,1862,16,9,2,Yes,No,Yes,No
1275,1733,Yes,1.5,Yes,4,Yes,6,0.9,170,1,15,590,997,3488,6,4,10,Yes,Yes,Yes,Yes
1276,586,No,1.4,Yes,10,Yes,8,0.5,142,8,14,116,598,3178,9,7,10,Yes,No,Yes,No
1277,1528,No,2.4,No,2,No,37,0.2,156,8,3,306,564,733,15,5.767,14,Yes,Yes,No,No
1278,875,No,0.7,No,2,No,23,0.1,110,7,7,300,1316,756,14,5,6,No,No,No,No
1279,1602,No,0.6,No,12,No,58,0.4,170,1,13,1259,1746,3622,17,2,17,No,Yes,Yes,Yes
1280,1426,No,1.6,No,4,Yes,12,0.7,174,5,16,1573,1694,1277,14,9,5,Yes,No,No,No
1281,1370,No,1.4,No,5,Yes,6,0.2,158,6,8,1392,1783,3703,13,10,11,Yes,Yes,No,Yes
1282,609,Yes,0.5,No,4,Yes,10,0.1,81,6,6,113,1524,1905,16,3,18,Yes,Yes,Yes,No
1283,840,No,1.2,Yes,5,Yes,15,0.3,178,6,8,526,1728,2636,12,2,6,Yes,Yes,No,No
1284,991,No,2,No,2,Yes,12,0.3,158,5,6,1209,1678,2014,11,9,10,Yes,No,No,No
1285,1724,Yes,1.8,No,0,Yes,9,0.8,100,2,1,655,828,3056,18,16,6,Yes,No,No,Yes
1286,584,Yes,1.8,No,0,Yes,19,0.3,168,3,9.9165,1123,1622,465,12,8,4,Yes,Yes,No,No
1287,860,Yes,1.3,Yes,1,Yes,49,0.7,141,6,13,692,979,3869,16,14,20,Yes,Yes,Yes,Yes
1288,1541,Yes,2.8,Yes,10,Yes,28,0.2,165,5,15,796,1052,1108,12,1,7,Yes,No,Yes,No
1289,615,Yes,0.5,Yes,7,No,58,0.5,130,5,8,1021,1958,1906,14,5,5,Yes,No,No,No
1290,912,Yes,2.8,Yes,6,Yes,46,0.4,84,4,11,995,1310,851,8,4,4,Yes,Yes,Yes,No
1291,1278,Yes,1.2,No,10,Yes,60,0.6,172,7,14,1244,1504,3142,11,4,19,Yes,No,Yes,Yes
1292,1365,No,0.6,No,0,Yes,31,0.3,125,4,9.9165,293,970,1300,14,7,13,Yes,No,Yes,No
1293,1702,No,1,No,7,No,36,0.1,177,5,9,1240,1931,1430,8,6,10,No,No,No,No
1294,589,Yes,0.5,No,1,Yes,59,0.7,146,8,4,759,1858,362,16,10,6,Yes,Yes,Yes,No
1295,1347,No,1.5,Yes,10,No,56,0.3,95,1,19,398,1528,2456,13,5.767,13,Yes,Yes,Yes,No
1296,1644,No,2.8,No,0,Yes,44,1,137,8,9.9165,358,791,2360,7,4,19,Yes,No,No,No
1297,956,No,1.9,Yes,1,No,42,0.1,133,7,11,403,1614,3700,10,5.767,7,Yes,Yes,No,Yes
1298,1089,No,1.4,Yes,10,No,2,0.1,153,7,20,211,1409,2620,7,5,13,Yes,No,No,No
1299,871,No,0.6,No,2,No,52,0.1,178,3,3,194,1437,437,14,7,17,Yes,No,No,No
1300,664,No,1.5,No,5,Yes,6,0.9,164,2,19,1076,1472,3774,11,5,18,Yes,No,No,Yes
1301,1874,Yes,0.6,No,1,No,19,0.8,192,2,9,1238,1418,1218,15,10,17,No,Yes,No,No
1302,1928,No,2.6,No,5,No,5,0.8,162,5,16,229,1004,696,14,12,15,Yes,Yes,Yes,No
1303,888,No,2.6,Yes,2,Yes,33,0.4,198,2,17,327,1683,3407,12,1,20,Yes,No,No,Yes
1304,1077,Yes,1.7,Yes,1,No,58,0.8,86,7,13,135,1892,3902,9,3,3,Yes,No,No,Yes
1305,1023,Yes,2.3,Yes,5,Yes,30,0.2,80,8,7,5,1744,2086,10,5.767,19,Yes,Yes,Yes,No
1306,1426,Yes,0.8,No,2,Yes,42,0.6,84,3,10,715,1163,1356,15,9,16,Yes,No,Yes,No
1307,831,No,1.7,Yes,7,Yes,26,0.7,177,5,11,511,621,1704,6,5,20,Yes,Yes,Yes,No
1308,1496,Yes,1.3,Yes,0,Yes,6,0.5,85,3,9,549,1383,3571,16,1,11,Yes,Yes,Yes,Yes
1309,1433,Yes,2.3,No,2,Yes,5,0.1,129,5,11,420,784,2132,18,15,19,Yes,No,Yes,No
1310,1095,Yes,2.6,Yes,0,Yes,44,0.7,103,4,5,838,1066,3209,13,11,8,Yes,Yes,Yes,Yes
1311,643,Yes,0.7,Yes,3,Yes,23,0.8,156,1,9,314,1400,2096,13,6,2,Yes,No,No,No
1312,1142,Yes,1.1,No,0,Yes,6,0.5,198,4,9.9165,739,1766,1273,19,5.767,6,Yes,No,No,No
1313,730,Yes,0.5,Yes,3,Yes,27,0.1,112,5,10,62,846,3623,9,4,15,Yes,Yes,No,No
1314,1901,Yes,0.5,No,5,Yes,41,0.6,131,2,17,3,1662,368,5,1,12,Yes,No,No,No
1315,1510,No,0.6,Yes,1,No,32,0.7,135,3,8,963,1520,854,8,2,10,Yes,No,Yes,No
1316,1924,No,2.6,No,0,Yes,59,0.9,136,6,9.9165,1438,1923,3646,10,9,16,Yes,No,Yes,Yes
1317,1825,No,1.1,Yes,13,Yes,17,0.1,157,4,18,1621,1773,3130,12,4,2,Yes,No,Yes,Yes
1318,1275,Yes,0.5,Yes,3,Yes,5,0.2,152,1,9,19,501,3784,13,4,4,Yes,Yes,No,Yes
1319,987,Yes,2.3,No,9,No,17,0.8,124,7,17,887,1274,3885,11,5.767,14,Yes,Yes,No,Yes
1320,1538,Yes,2.3,No,6,Yes,13,0.2,121,7,7,567,986,1494,18,10,12,Yes,Yes,Yes,No
1321,1965,Yes,0.5,No,4,Yes,29,0.5,149,5,13,584,676,2973,11,1,20,Yes,Yes,Yes,Yes
1322,808,No,1.9,No,7,No,20,0.8,185,6,14,496,974,1471,13,4,11,No,Yes,No,No
1323,712,No,0.5,No,6,No,27,0.5,86,2,11,1245,1309,2001,11,10,12,Yes,Yes,Yes,No
1324,1507,Yes,0.9,Yes,0,Yes,42,0.4,123,5,9.9165,682,888,1486,15,3,19,Yes,No,No,No
1325,912,No,0.7,No,3,No,47,0.9,182,3,6,724,794,1321,7,2,6,No,Yes,Yes,No
1326,769,Yes,1.2,No,2,No,17,0.1,95,8,4,1384,1454,1877,18,2,11,No,No,Yes,No
1327,948,No,2.3,No,14,No,22,0.1,173,5,20,257,1654,3499,11,7,19,Yes,Yes,Yes,Yes
1328,507,Yes,1.9,Yes,0,Yes,39,0.7,142,1,9.9165,17,1084,2124,6,5.767,12,Yes,Yes,No,No
1329,1384,Yes,2.8,Yes,15,No,60,0.1,82,3,18,983,1210,1221,18,12,15,Yes,No,Yes,No
1330,1766,Yes,1.3,No,1,No,29,0.5,194,8,20,439,1306,2316,19,2,6,No,No,Yes,No
1331,1407,No,1.8,Yes,5,Yes,16,0.2,170,4,6,925,1206,1068,6,5.767,8,Yes,Yes,No,No
1332,614,No,2.9,Yes,3,Yes,24,0.2,94,4,7,409,603,1930,13,12,4,Yes,No,Yes,No
1333,1972,No,2.9,No,9,No,14,0.4,196,7,18,293,952,1316,8,1,8,Yes,Yes,No,No
1334,1039,No,0.5,Yes,8,No,47,0.2,130,8,9,384,1878,1742,18,12,15,Yes,No,No,No
1335,511,Yes,3,Yes,5,Yes,34,0.9,125,8,13,149,1285,3265,14,7,14,Yes,No,No,No
1336,1811,Yes,2.5,No,4,Yes,5,0.6,98,4,16,447,568,2700,13,7,8,Yes,Yes,Yes,No
1337,1159,No,1.5,No,3,No,36,0.4,104,4,8,717,1206,2115,8,7,18,No,No,No,No
1338,1848,No,1.3,Yes,7,No,12,0.1,178,2,19,195,533,3915,9,7,8,No,No,Yes,Yes
1339,1988,Yes,0.5,No,0,Yes,16,0.1,94,8,1,153,696,3144,16,2,14,Yes,No,No,Yes
1340,1469,No,0.5,No,3,Yes,58,0.5,150,7,8,1699,1850,1571,17,16,2,Yes,No,No,No
1341,1423,No,0.6,No,12,No,44,0.8,131,5,13,501,640,2253,10,8,9,No,No,No,No
1342,1974,No,0.5,Yes,9,No,10,0.8,145,6,12,530,1496,1433,6,1,17,No,No,No,No
1343,835,No,0.8,Yes,2,Yes,42,0.8,128,5,18,396,1378,2583,15,2,13,Yes,Yes,Yes,No
1344,1429,No,0.6,No,8,No,42,0.9,151,5,9,670,1552,1817,6,1,16,Yes,No,No,No
1345,947,Yes,0.5,No,1,Yes,51,0.1,144,2,15,193,887,2915,17,1,6,Yes,Yes,Yes,No
1346,1446,Yes,2.8,Yes,0,Yes,18,0.3,178,8,1,351,1769,3340,8,5.767,16,Yes,Yes,Yes,Yes
1347,1332,No,1.3,Yes,5,Yes,7,0.8,168,7,19,846,855,2790,19,11,10,Yes,Yes,No,No
1348,1498,Yes,1.2,Yes,0,Yes,14,0.1,191,4,1,111,1167,577,14,12,12,Yes,Yes,No,No
1349,1576,Yes,0.9,Yes,0,Yes,14,0.4,173,2,4,1213,1386,3220,17,2,6,Yes,Yes,No,Yes
1350,1398,No,1.6,Yes,8,Yes,26,0.8,150,1,12,755,1284,3488,14,3,11,Yes,Yes,No,Yes
1351,1885,No,2.4,Yes,12,Yes,14,0.6,92,4,15,1406,1517,1277,9,6,16,Yes,No,Yes,No
1352,798,Yes,0.5,Yes,7,No,2,0.8,148,2,15,497,627,3593,14,9,3,No,Yes,No,No
1353,1436,No,2.5,Yes,0,Yes,42,0.9,124,8,1,1826,1836,2736,12,5,19,Yes,Yes,No,Yes
1354,1998,Yes,1.2,No,8,No,31,0.6,196,8,19,50,1356,2311,17,9,18,Yes,Yes,No,No
1355,1321,Yes,1.3,No,0,Yes,63,0.4,109,8,9,817,941,1464,7,6,16,Yes,Yes,Yes,No
1356,1021,No,1.3,No,7,No,9,0.7,192,2,12,901,1793,1355,6,1,14,Yes,Yes,No,No
1357,1339,Yes,2.3,Yes,0,No,40,0.1,123,2,1,212,1269,2382,6,4,7,Yes,No,Yes,No
1358,1210,Yes,1.6,Yes,9,No,57,0.5,111,4,20,329,1039,1886,16,5.767,17,Yes,No,Yes,No
1359,1949,Yes,0.5,Yes,2,Yes,31,0.1,145,5,9,837,1182,832,7,3,19,Yes,No,No,No
1360,882,No,0.7,Yes,9,Yes,28,0.2,151,6,16,248,884,751,19,11,8,Yes,No,Yes,No
1361,1549,Yes,1.5,Yes,0,Yes,27,0.4,113,5,7,632,1162,436,10,8,11,Yes,No,No,No
1362,1991,No,2.2,Yes,1,Yes,42,0.7,82,1,13,366,613,722,6,5,10,Yes,Yes,No,No
1363,796,No,0.5,No,2,No,12,0.5,114,1,8,174,518,1075,7,3,2,No,Yes,No,No
1364,1012,No,0.5,Yes,4,No,39,0.1,161,4,6,882,1195,2802,8,5.767,10,Yes,Yes,No,No
1365,1318,No,1.9,Yes,0,Yes,11,0.8,188,2,15,688,1591,1780,12,10,2,Yes,No,No,No
1366,1708,No,0.8,No,8,Yes,14,0.9,197,4,16,263,1345,1247,19,16,16,Yes,No,No,No
1367,598,Yes,0.8,Yes,8,Yes,62,0.1,117,8,9,118,764,3066,11,2,19,Yes,Yes,No,No
1368,541,Yes,2.3,No,4,No,51,0.4,200,8,17,1012,1226,403,11,2,12,No,No,No,No
1369,818,No,0.5,Yes,2,Yes,23,0.2,192,5,17,586,1552,2518,19,12,3,Yes,Yes,No,No
1370,1414,No,0.5,No,0,Yes,15,0.8,168,2,9.9165,294,1233,1069,18,6,14,Yes,No,No,No
1371,601,Yes,1.7,Yes,3,Yes,6,0.8,169,4,11,818,1827,2651,14,8,9,Yes,No,Yes,No
1372,561,Yes,2.8,Yes,2,Yes,40,0.1,99,7,6,426,865,2974,15,12,19,Yes,No,Yes,No
1373,1616,Yes,2.3,Yes,3,No,52,0.1,100,5,8,151,1133,657,7,3,2,Yes,Yes,No,No
1374,1263,Yes,1.4,Yes,1,Yes,32,0.4,103,2,2,409,644,3372,18,13,10,Yes,Yes,No,Yes
1375,1604,Yes,1.9,Yes,0,Yes,63,0.6,93,5,2,641,1156,1464,15,9,20,Yes,Yes,No,No
1376,539,No,2,Yes,1,No,24,0.5,86,4,2,958,967,1326,7,4,3,Yes,Yes,No,No
1377,1071,No,2.6,No,0,No,49,0.3,199,4,5,1328,1970,3393,6,5,7,Yes,No,No,Yes
1378,826,No,0.5,Yes,0,Yes,57,0.5,135,2,9.9165,354,530,323,17,3,7,Yes,No,Yes,No
1379,771,No,2.9,No,2,No,62,0.7,106,1,8,1709,1781,1628,9,3,6,No,Yes,No,No
1380,1811,No,2.9,No,0,No,33,0.2,132,8,2,1099,1553,2610,8,3,13,Yes,Yes,No,Yes
1381,1842,Yes,2.2,Yes,7,No,56,0.4,179,4,10,783,1227,3721,16,11,4,No,Yes,Yes,Yes
1382,1420,No,2.8,Yes,1,No,50,0.1,100,8,8,194,1393,763,17,1,17,No,Yes,Yes,No
1383,1763,No,0.5,Yes,12,No,10,0.2,184,3,19,238,1893,792,17,12,13,Yes,No,Yes,No
1384,1163,Yes,1.9,No,6,No,2,0.9,133,5,20,919,1076,1568,14,5.767,19,Yes,No,No,No
1385,1805,Yes,0.5,No,0,No,29,0.2,182,4,2,758,891,1276,19,4,17,No,Yes,No,No
1386,610,Yes,1.6,Yes,9,No,52,0.4,90,4,19,1039,1273,3472,10,4,12,Yes,Yes,Yes,Yes
1387,1533,Yes,1.1,Yes,18,Yes,17,0.3,160,4,20,1054,1393,2520,8,2,11,Yes,No,Yes,No
1388,1924,No,0.5,No,3,Yes,63,0.3,111,2,10,122,686,3423,13,3,19,Yes,No,No,Yes
1389,1801,No,0.5,Yes,6,No,52,0.9,120,6,10,100,1708,258,14,8,9,Yes,No,No,No
1390,1726,Yes,1.9,No,1,Yes,42,0.6,106,5,3,1221,1804,1868,16,7,6,Yes,No,No,No
1391,794,No,2.5,Yes,15,No,14,0.6,197,3,19,312,1376,2171,19,8,18,No,No,Yes,No
1392,1686,Yes,0.5,Yes,4,No,28,0.8,182,5,8,599,1073,780,11,10,5,No,No,No,No
1393,1444,Yes,2.1,Yes,0,No,6,0.9,103,1,1,1274,1340,712,17,5,10,No,No,No,No
1394,1004,No,1.6,Yes,0,Yes,30,1,160,8,1,62,581,1012,7,4,13,Yes,Yes,Yes,No
1395,1242,Yes,2.4,No,8,No,28,0.2,166,4,9,315,1796,318,11,10,19,Yes,No,No,No
1396,539,No,1.5,No,6,Yes,26,0.2,137,6,8,1123,1709,3948,18,11,15,Yes,Yes,Yes,Yes
1397,717,No,1.1,Yes,2,Yes,14,0.1,99,8,6,1878,1981,629,16,15,20,Yes,No,No,No
1398,1540,No,0.7,Yes,0,Yes,29,0.1,157,7,1,318,831,1161,11,8,5,Yes,No,No,No
1399,672,No,0.5,No,7,Yes,35,0.1,99,8,17,574,1267,1403,16,7,6,Yes,No,No,No
1400,1325,Yes,0.5,No,0,Yes,13,1,133,4,8,1353,1915,3707,19,3,18,Yes,Yes,No,Yes
1401,950,No,0.5,No,6,Yes,55,0.1,124,8,7,86,1681,1305,6,5,4,Yes,No,Yes,No
1402,948,No,1.5,Yes,6,No,18,0.3,119,4,7,340,1728,2926,17,13,9,Yes,Yes,Yes,No
1403,1328,Yes,0.5,No,5,Yes,27,0.3,144,3,18,602,1156,2674,7,2,5,Yes,No,Yes,No
1404,1447,No,0.5,No,3,No,40,0.7,184,2,5,963,1062,471,8,4,20,No,No,Yes,No
1405,1973,Yes,0.5,Yes,3,No,21,0.8,95,8,7,127,507,1724,12,10,8,No,No,Yes,No
1406,1731,Yes,2.3,Yes,18,No,60,0.5,171,4,20,142,1039,1220,9,3,20,No,Yes,No,No
1407,1617,No,1.5,No,1,Yes,63,0.7,111,2,10,274,1079,2754,19,10,8,Yes,Yes,Yes,No
1408,1791,Yes,0.5,Yes,1,Yes,33,0.5,110,5,4,371,682,594,17,8,16,Yes,No,Yes,No
1409,851,No,2.3,Yes,7,Yes,54,1,101,2,9,788,1007,1005,12,2,14,Yes,No,Yes,No
1410,856,No,1.9,Yes,0,Yes,14,0.6,115,1,7,395,1027,2439,6,3,12,Yes,Yes,Yes,No
1411,714,Yes,0.5,No,1,No,30,0.3,145,4,2,643,1527,2302,12,10,10,No,Yes,Yes,No
1412,951,No,0.5,No,6,Yes,15,0.6,81,2,17,854,935,1083,16,11,16,Yes,Yes,No,No
1413,1303,Yes,2.1,No,6,Yes,10,0.4,109,8,15,1335,1873,2219,9,3,15,Yes,Yes,Yes,No
1414,1550,Yes,2.7,No,2,No,32,0.1,126,7,5,1541,1619,1571,12,3,14,No,No,No,No
1415,1759,Yes,1.4,No,10,Yes,15,0.4,101,4,13,382,1163,2107,18,5,16,Yes,Yes,No,No
1416,1448,No,0.5,Yes,18,No,2,0.2,100,5,19,846,1144,593,9,4,18,Yes,Yes,Yes,No
1417,1987,Yes,1.9,No,0,No,50,0.7,119,8,18,960,1925,857,12,4,6,Yes,Yes,No,No
1418,908,No,2.1,No,1,No,44,0.6,95,5,2,154,941,3518,16,12,7,Yes,Yes,Yes,Yes
1419,820,No,0.5,Yes,2,No,58,0.3,160,4,4,468,694,1284,17,7,17,No,No,Yes,No
1420,904,No,2.7,Yes,4,No,19,0.6,147,6,7,1094,1496,545,19,18,16,No,No,No,No
1421,667,No,1.3,Yes,4,Yes,6,0.1,149,6,10,272,870,3566,9,5,12,Yes,No,Yes,No
1422,1109,No,2.1,No,1,No,34,0.1,173,1,4,165,1103,2821,13,5,17,Yes,No,Yes,No
1423,1333,No,1.4,No,3,Yes,59,0.7,183,7,5,394,1301,3442,18,16,5,Yes,Yes,No,Yes
1424,1352,No,2.4,No,5,Yes,6,0.9,92,6,9,629,1299,1309,12,1,14,Yes,No,No,No
1425,1600,No,2.5,Yes,1,No,19,0.6,88,6,9,831,1713,1179,10,3,18,No,No,Yes,No
1426,1454,No,1.4,Yes,8,No,37,0.8,80,8,20,903,910,1713,16,5.767,19,No,No,No,No
1427,1489,No,2.1,Yes,0,No,9,0.4,169,3,1,923,1759,1663,9,3,14,Yes,No,Yes,No
1428,1823,No,2.8,Yes,11,No,10,0.6,81,8,19,362,1250,1812,5,5.767,19,Yes,Yes,Yes,No
1429,1581,Yes,1,No,9,No,41,0.4,172,4,19,693,850,1384,19,9,2,No,Yes,Yes,No
1430,1672,Yes,1.7,Yes,1,Yes,44,0.5,172,8,4,1250,1435,1348,11,6,7,Yes,Yes,Yes,No
1431,1283,Yes,0.7,Yes,0,Yes,27,0.2,80,4,6,1135,1923,3957,17,15,6,Yes,No,No,Yes
1432,630,No,2,No,9,Yes,14,0.5,180,8,13,66,1448,1212,12,8,12,Yes,No,No,No
1433,659,No,2.2,No,0,Yes,24,0.7,151,8,2,924,1877,3925,8,1,10,Yes,Yes,Yes,Yes
1434,1811,Yes,0.5,Yes,0,No,32,1,115,6,9.9165,204,1132,348,17,11,18,Yes,No,Yes,No
1435,688,Yes,2.5,No,9,No,40,0.2,109,5,20,376,1957,1382,12,7,8,No,Yes,No,No
1436,514,Yes,2.9,Yes,5,No,18,0.7,141,2,8,1083,1492,980,13,7,16,No,No,Yes,No
